comment_ID,text
1981,"This news is really miserable. I think this accident has many important problems. For example, people who has taken that boat was illegal immigrants, and they are lived in developing country. So when they need to help to an other country like this situation, the other country will not try to rescue immediately and seriously, because they are illegal immigrants and they are developing people. This fact is really really sad. But this is true I think. I heard that In fact the rescue didn't come as soon as they can. The illegal immigrants is serious problem."
1982,"I agree with you. But it is difficult that many people be member of some kinds of NGO to support developing countries. I just think that many more people know about some international news like this. By doing this, world will start to change."
1983,"I agree with you. Indeed there is food diversification in Japan and I actually love Western food too,but I think that we have to treasure Washoku as our own culture.For this,in my opinion,for example,the washoku museum should be built."
1984,"I totally agree with you and,what is more,now it is the most important that European countries take migrants more seriously and protect them even if with some requirements."
1985,I agree with you.I learned that what truly makes people happy isn't revenge but pure spirit and effort for people or country from Mandela and Gandhi.
1986,"Since when I read this article,I've tried to sleep as long as possible too because I want to clean my own brain every day.The information of this function encourages us to sleep long and raises the quality of sleep."
1987,"Of course, I know that sleeping is important for our body to keep our health, because my parents always said so when I was kid. But I didn't know why sleeping helps to keep our health. I never know that the brain uses sleep to wash away the waste toxins built up during a hard day's thinking. That fact is fantastic!! I really surprised when I read this news. Sleep is good for us, and good for our body."
1988,I was surprised at stating secret law. Because it decided rapidly. I wonder why the government hurried up about it. It was said that the answer was USA's pressure for Japan joining TPP. I think Japan is afraid of America too much. Japan should become a country to have the power and the speaking right. And I concern myself about diet member's concealment increasing by the secret low.
1989,"I was surprised at hearing this news because Japanese traditional cuisine becomes one of the cultural heritage. I don't usually eat it , but I take proud of it after hearing the news."
1990,"I know his name and achievement by studying world history , but I don't know what he exactly did. After reading this news , I researched his achievement and this effect deeply. I think Nelson Mandela is the best politician of all the times."
1991,"Before hearing this news , I tend to sleep longer. Hearing this news , I was relieved because long sleep is not wrong thing."
1992,"Whether or not Drone strikes violate international law , it should not be justified because it can kill a lot of people. Excessive military technology may cause new collision and war and so on , I think."
1993,I disagree with you because I think the law is needed Japan today because the threat of the terrorism is growing and we have to protect the important information.Your concern will be eased if the organization that checks whether the information should be hidden or not. Of course its member mustn't be a member of the government.
1994,"I agree with you. The threat of the terrorism is growing today and actually it is needed to get more information as possible,but governments mustn't get information of privacy. This is human rights,that should be protected first of all."
1995,"I agree with you. In my opinion,he disclosed the news because he tries to attract other countries' attention and say that his power is great,because there is rumor that he is respected less than his father and grandfather in North Korea's government. I'm also worried that this performance may be escalated."
1996,"I think so. Mandela was the best person. As you said, South Africa has the gap between poor and rich. I think the current government have to face and deal that problem. If they ignore the issue, Mandela will be sad."
1997,"I agree. The freedom is so important. If this law will press our freedom, it have to be deleted."
1998,"Are you ok? I worry about you. And I can't sleep well, because I have many things which have to do. I wanna sleep."
1999,"I think so. I don't want to be spied from everybody. But I can't blame them. Because to fight with terrorism is very difficult, and we don't have the way to counter-terrorism. If terrorism decrease by spying, I agree with the US."
2000,"Always I think 'what is the justice?' when I read the news like this article. Often the US hero movie write 'hero's enemy is full evil' but it is impossible. Everybody who is doing war, believe 'I am the justice!' so I think this issue is difficult."
2001,"I thinks that South Africa lost the great person. He still has a big influence on the world. He was behind bars for 27 years, however he did not give it up. It point is that we should respect most. People like him what was to live a long life.I'm afraid it."
2002,"I was surprised to hear that news. I can't agree with pass this bill. I think this bill can be dangerous. This bill makes Japanese politicians authoritarian. But, this bill can be efficient law. I think this law can be bad or not depend on how to use. I hope this law is used by politicians for Japan's peace."
2003,"I have understood sleep is important for health. But I didn't know it related diseases. So I became worried about my sleep style. For example, how many hours do I always sleep in a day, in a week, in a month and how does my sleeping condition ? And I am concerned that new sleep can clean the old toxins not to be cleaned past."
2004,"I think so too. This accident is very big scale and very scary. Of course, sinking when you played is very scary , but this sinking of the news is more scary. I pray his soul may rest in peace."
2005,I knew Drone by this article. I think USA should stop using Drone. Because it bombs by only sensing a block of body temperature. So Drone kills many innocent people meaninglessly. And USA government conceals its information. I wish that Japan doesn't become as USA by adopting secret law.
2006,"I was glad to hear that news. I love washoku. I take pride in washoku as Japanese. Washoku is a symbol of Japanese tradition. I think many people appreciate washoku. Fukushima nuclear crisis threatened washoku, but this news makes washoku famous again. Many people in the world discover new merits in washoku. I hope many people enjoy washoku!!!"
2007,I'm proud of Japanese food called Washoku.I think it is a chance that a lot of foreign people are interested in Washoku.We should protect Washoku from junk food such as hamburger and we should spread Washoku to the world.
2008,"Perhaps this news was not widely broadcast in Japan so many people said in the class that they knew the tragedy for the first time. I think this is a problem. Japanese media should let us know more information around the world such as that accident because the gate from Africa to Europe, the Mediterranean is a significant spot, and over 100 people died there. Of course, Poor migrants always consider big risk to go to other places but we must not ignore the risky situations. Rich countries often rely on the labors from poor countries so they should improve the circumstances around the works as minimal repayment."
2009,"The Pakistan ministry of foreign affairs has records of as many as 330 drone strikes in the country's north-western tribal areas since 2004, Up to 2,200 people have been killed of whom at least 400 were civilians. And in Yemen, as many as 58 civilians are thought to have been killed in attacks by UAVs.This information was shocked to me. Why are innocent of civilians killed? Drone strikes are really dangerous. That is true, but it is difficult to extinguish them completely."
2010,"I think this incident shows that the Kim government is losing power to control and govern the country. Kim government is at the eclipse, I think. The practice of this forcible policy means that Kim Jon Un is hasty to gain power and control the nation but the situation isn't favorable to him . Indeed Jang was the center of the government and the man to contact foreign countries , so I wonder what the loss may cause to the country and the surrounding countries."
2011,I agree with your opinion. I think the government should consider peace. We should think our country. We should change our world.
2012,"I was so surprised to read this article because I respected him. When I watched a legal drama, the hero said that the real devil is huge consensus. White used to control the world. So nobody can act for the solution of race discrimination, but he fought against race discrimination.Race discrimination is tempered as a result."
2013,"I was shocked when I read this article. Political donation problem of Governor of Tokyo was uncovered last month, and Naoki Inose resigned. But it is no more than the scandal about money. There are many problem which is much more terrible problem than Japan."
2014,"I was sad to hear that news.Nepalese workers came to Qatar to earn money. it is bad that Nepalese work in bad condition to held 2022 FIFA World Cup. Many people are looking forward to 2022 FIFA World Cup.However, FIFA World Cup has sad background. Sports festival like this is a symbol of peace. I hope many people in the world enjoy national sports festival. Sports festival can be a ray of hope."
2015,"I agree with your opinion. It is difficult that human judge the weapon like drone strikes is bad or not. However, we should prevent from using dangerous weapon. I don't agree with the use of drone strikes."
2016,"I agree with your opinion. I love Japanese cuisine very much. This acknowledgment of UNESCO must help allay the fear about nuclear power. I hope many foreign people have washoku, too."
2017,"This news is difficult to solve. If the State secrecy law is accepted, government can hide a important information and they can change an another fact easy. But further than that problem, every people can get important information is dangerous I think. if we can get a collect information easy, of course all over the world can get it. Now many terrorism are around, if they catch important information,that is really serious problem."
2018,"I worry about the future situation in North Korea very much.Because Jang Song-Thaek who was executed suddenly was handling nuclear disarmament and economic reform, and Kim Jong Un is now rejecting an international perspective, this incident may cause a bad influence on Japan.The relation between North Korea and our country is very crucial to peace in East Asia. Therefore, I want the authorities act carefully."
2019,"When I read this article, I felt so happy. There are many culture food restaurants or fast food restaurants in Japan. This is not bad thing because we can eat a lot of foods except for Washoku. However, nowadays people eat more Western food than Washoku, for example, many people eat bread in the morning. Washoku is Japanese traditional food and healthy food which are often used many copious fish, rice and seasonal vegetables. So, I am really proud of Washoku as Japanese people and I want Japanese people to eat more Washoku than Western food."
2020,"This news is so much wonderful for us!! It made me happy.I love Japanese food!These days we have lesser and lesser chances eating Japanese cuisine than before. Especially young people prefer to eat Western cuisine, for example hamburger, fried potatoes, fried chickens and Ramen. So I want them to eat Japanese cuisine on this occasion."
2021,"I was surprised that sleep plays an important role to live. I thought we sleep to rest our bodies and brains, but according to this article, the brain is always working. I learned the importance of sleep, so I think I should take enough sleep."
2022,"I felt so sad to hear the news because I am really looking forward to The Qatar 2022 World Cup. The World Cup is the most international soccer tournament held every four years. Host country have to make efforts to prepare in order to succeed it. Of course, host country have the duty that all thing must be prepared by 2022. However, Nepalese workers were dead because of bad condition. The government must take action quickly to solve the worker problem and reconsider the way to prepare it.. The real success of the World Cup is that not only host country but also any other countries can really enjoy it without sad accidents, in my opinion."
2023,"When I heard this news, I felt it is so difficult. This bill has two sides. One side, it protects the country's secrets. It means it protects us for danger from other countries. The other side, the government can hide informations that are inconvenient for them."
2024,"I felt so sad because I really respect him. I think that he is one of the greatest people in the world. He has achieved great things, for example, TRC. He is a person who has a strong sense of justice and he fought with ruling party in the cause of justice. Justice which depends on circumstances is not a justice, in my opinion. In that point, he could really take action for the justice. I admired him for his spirit and tolerance."
2025,"I was so happy to hear this news. Washoku is wonderful. Washoku draw out each charms with many ingredients to the maximum. It is so good for our health.By having been enrolled in a world heritage, I hope more people eat Washoku in the world."
2026,"I was so surprised to hear the news. This execution of Jang Song-Thaek will affect the stability and social cohesion of North Korea. We don't know what North Korea will happen in future. In Japan, this circumstance is not safety because North Korea is next to Japan and any other accidents in North Korea have some connection with Japan. This accident did not received front-page coverage, and so I think that Japan news medium should report the more Asia situation. Japanese people have to become sensitized to the situation in Asia, especially Korea, North Korea and China."
2027,I agree with your opinion. I think many companies and researchers spend money on research brain to find out the way to cure diseases. I hope the number of patients suffer from Alzheimer's or Parkinson's disease decrease.
2028,"I agree with this article. In Japan, the disaster often happens, for example, earthquake in Tokyo. We don't know the time when next big disaster will happen. We people in Japan must really consider the risk of second disaster. The best way is to remove nuclear plant without dangerous accidents. However, this problem is so difficult to solve that people in world have to consider new solution."
2029,I I agree with you. I'm afraid that we lost freedom and peace because of this bill. It is bad we cannot check government decision. I hope politicians use this law to improve Japan.
2030,"I'm sure technologies have been improved very much these days, but a drone, remotely piloted aircraft is still too early to actually use. Of course, if we can succeed in making perfectly safe airplanes controlled by machine, that's better. However in fact it is endangering many civilians' life now. Under this situation, to continue using drones is too risky for America's dignity. Although some might say America no longer has its dignity, I think America still takes big leadership in the world. I want American government to bravely stop using drones at once."
2031,"These reactions to the spying are just a simpler and more understandable way to justify a global shift out from under the control of the US. The near collapse of the global economy has created a concerted movement to almost ignore what is now widely seen as a corrupt and dysfunctional plutocracy. China's official position for the downturn is on record as the 'Triffin Dilemma', and that assessment is correct. It means that the US is systematically parasitic and detrimental to global development via abuse of the reserve currency status and via the IMF, WTO, and the World Bank. This allegation too is so clearly and mathematically sound that there is no defense or excuse that might repair relations. The US simply tried to manipulate the global economy unfairly in every possible way and the ROW is now responding with a united front."
2032,I don't think this news is such a big problem. Nothing would happen due to Yamamoto's action because we all know Japanese emperor is unable to speak out anything to politics. It is ordained clearly in Japan Constitution. So why do people make a bother about this? I cannot understand. Naturally it is a fact that Yamamoto did a not admirable action but that had almost no impact on actual politics.
2033,State Secrecy Bill was approved at the end against a lot of nations' opposition. Personally I think it was a good consequence though the law still has much room for the government's explanation and improvements. Such a big law has not been decided in the Diet these days so they should have courage to 'change'. It is natural that a number of people disagree with an innovation idea. A person or the government that can persuade those people with good faith does have a qualification to rule a country.
2034,"Relationships between Asian countries are too complicated so it is very difficult task for Mr Biden, America to deal with it. Visiting a lot of countries in Asia and making conversations with each top was great action itself, however, America is now a little bit losing its credit from the world so those visits did not influence enough so far. Each Asian country must think good relationship with America is necessary so America should keep in touch with Asian countries like Japan, China or Korea."
2035,"I agree with you.Of course, another countries foods good. However it was good a Japanese tradition was evaluated in the world.I am proud of it as a Japanese. I think that you were able to cook a delicious washoku."
2036,"I agree with your opinion.The North Korean diplomatic central figure was him so far.After he was dead, we were not able to expect an action of North Korea.Japan should not overlook their trifling action."
2037,"I think it is very difficult for brain to sleep because people use brain a lot. I was surprised at the effect of sleep. I didn't know to sleep make their brain clean. I will sleep more, and I want be clever."
2038,"Recently a lot of law were made, so I can't understand all law. But today Abe will make new law. If the law is very important, if people break promise, the law has no role. i think law should be made a promise."
2039,I think he was a one of the greatest men in the world. His name is known widely in the world. We lost great man. I'm so sad. We try to do anything like him. His death gave me motivation. I mourn the death of him.
2040,"I think that the secret low is necessary legislation, however, that the current proposal is not enough. In order to protect the national interest, protection of secret is important, on the one hand, it's right to know what we should also be emphasized. It should be prevent that infringing the rights of our knowledge,and to be abused the law. I believe strongly the need for third-party monitoring committee for this bill. Because I think this bill that we should be improved, I sympathize people opposed. I want the politicians to listen to public opinion all means."
2041,"Jang Song would have been determined to be a hindrance for the current power. I do not know whether he thought that the 'steal the regime', but because he had a track record and experience, it would have been regarded as dangerous elements. Anyway, the situation to decide things in power is not desirable. In addition, information manipulation is horrible,too. I wonder people of North Korea believe the reason for his downfall. I feel this news represents the unstable political situation. North Korea should be stable in good condition. However, it seems difficult in the current regime."
2042,"I did not have an idea like you until I read this comment, but I agree with your opinion. I think indeed, usually, such a fact should be hidden, too. If not research capacity of neighboring countries was adept, I think what you think is a very fact. And, I worry the action of North Korea ,too."
2043,"This news cheered us and made us take proud of Japanese culture. Washoku is composed of not only dishes of first-class Japanese restaurants, but also Japanese home dishes. They are so highly balanced in nutritional value and so delicious. However, these days, Japanese people have lesser Washoku than before. This is because Western-style food has penetrated in Japanese food culture. Especially, the so-called junk food is low in nutritional value and contains many fats; for example, hamburger, fried chicken, pizza, and pancake. Therefore, Japanese people have to preserve Washoku, the world-class traditional Japanese culture."
2044,"I agree with your opinion. To solve problems of this kind, independent organizations such like UN should impartially intermediate between immigrant countries and emigrant countries. Furthermore, they should sometimes interfere in emigrant countries where people have few jobs and government corrupted."
2045,"I disagree with your opinion. No matter what efforts we made, the war would never disappear. This is evident from the history. Unless we threw away the concepts of state and race, we would fight each other. Therefore, using drones should be banned because it makes more civilian casualties."
2046,"I agree with your opinion. Sleeping is more important than I thought. The same as you, I tend to stay up late so I don't have enough sleep. Therefore, in order to keep our heath and memory, we have to sleep in earlier time than now."
2047,"I disagree with your opinion. This law does not infringe our rights to access information. The contents that this bill specify as secrecy are related in only national defense. We don't need to know the information that this law restricts. There are nothing what the general public can do for national defense. If we throw away this bill for our rights to access information, we will endanger our country to let spies easily steal important information about national defense."
2048,"I agree with your opinion. After 3.11, Japanese foods are damaged by the rumors that they are polluted with radiation. This new can wipe away the rumors and make Washoku more famous. Washoku is one of the safest and healthiest cuisine in the world."
2049,"I am glad to see this news because I love Washoku than fast foods. Of course Pasta, Pizza, Ramen also very delicious, but Washoku has different taste something special. But I wonder how Washoku was known . I think Japanese foods cannot spread to the world. But I also think it should be more famous from now on."
2050,"I also think junk food shop are increasing but Washoku cannot be increasing. I expect Washoku will be famous under the influence of this news. Washoku is very delicious, so it will be loved by everyone in the near future. I am looking forward to....."
2051,"I did not know him very well. I heard his name in the class of social study. So when I heard this news, I do not think more things. But, now I think his death is a big loss for the world because there is not any person who change bad system like apartheid. We have to follow his example and make better world."
2052,I do not know him very well but I also want to admire him for his spirit and tolerance. I want to be a person who can fight with ruling party but it is very difficult because it means I also have to make a effort like him. And I need talent for it.
2053,"Forced labor under the bad conditions such as heat and no water is a heinous crime which one uses only his power. A rule by using one's power doesn't have legitimacy, so we should prohibit this kind of rule. However, I believe the huge arrangement of infrastructure for World Cup has a positive impact on a host country as a result. And I want to focus only on football at World Cup, tournament management should not be conspicuous."
2054,"I agree to ID1322's idea. Washoku is healthy and delicious. However, we eat western food almost every day. Washoku got the UNESCO heritage status, so it is good time for Japanese people to reconsider about the importance of Washoku."
2055,I pay tribute to Nelson Mandela. He was courageous to act in order to realize the world where anybody is equal.He challenged to eliminate racial discriminations. His activity was great and had a significant impact on the current peace. R.I.P.
2056,"In my opinion, State secret law should not be approved. I think this low make a bad situation because it means ruling party's secret are forgiven.If there is a lot of rules in the law, it will interpret what they like. So I think this law is bad for Japan's economy"
2057,"I agree with ID1305. I did not know his achievements in detail. However, everyone knows that he is great and he did a lot to solve racial discrimination problem. We have to take over his belief and fight against racial discrimination."
2058,"That is important point what is ID1321 said. We have a right to know about our country's information. Although, if we can have information at one's fingertips, and anything, that is also dangerous. So I agree with you making 'secret' clear is necessary."
2059,"I don't know whether Jang Song-Thaek was really bad person or not, because the central government of North Korea is corrupt. I think that not only Jang Song-Thaek but also other mandarin commit corruption. I guess Jang Song-Thaek was punished in order to suppress North Korea's bad reputation."
2060,I also think this is a difficult problem because information cannot be released. Both Japan's policy toward the United State and domestic politic are important. So we should think more about this law problem.
2061,I agree with ID1338. Japan is the only country that was the victim of nuclear bombing and we know the dangerousness of the nuclear power plant. We have to try not depend on nuclear power and make the world safer.
2062,Nelson Mandela was a great person. We all have to mourn for him. To abolish racial discrimination takes an incredibly hard work and long time so most of us cannot believe or would not take some action by oneself to realize it though we all want the world without discrimination. I admire him for his resolution that he was willing to be arrested or in custody to achieve the big dream.
2063,"I agree to your opinion. If we lose press freedom and freedom of thought even once, we cannot take them back forever. This bill threatens today's Japanese democracy system."
2064,"I think we should defend the territory of Japan-specific. It is important to know the true history and consider about the zone. However, the behavior of Japan or America is very crucial to the world peace because a big war might occur due to this problem.Therefore, the concerned countries should discuss carefully."
2065,"I do not know about this news and North Korea in detail either, however we should know them well for Japanese national interest. North Korea is the neighboring country for Japan and very dangerous."
2066,"I'm honored that Japanese traditional cuisine was designated to the United Nation's cultural heritage. That means washoku is getting extremely high status in the world and many people love washoku. In reality, I have never heard someone who does not like Japanese meal. It is super admirable thing. The strong point of washoku is that it perfectly and clearly reflects the noticeable change of the seasons, that is to say, freshness. However, unfortunately people in Japan currently have less time to eat washoku than before. They love American, French, Italian food. This phenomenon is strange to me."
2067,I agree with this opinion. I also don't want to my opinion be controlled by government. We should have right to know all information because we are the party of this country.
2068,"I agree with you. The biggest problem is that nobody know the inside of the its political circumstances. Also its central government have so many political scandal. I guess this accident is also caused by someones intention same as you. North Korea locates very close to Japan, so we have to pay attention to the North Korea's trend."
2069,I agree with this opinion. We should protect the culture of washoku because washoku is independent from other country's food culture.
2070,I was very surprised at the truth that brain cells shrink during sleep to open up the gaps between neurons and allow fluid to wash the brain clean. I think the mechanism in our body works really nicely.
2071,"I love Washoku, so this news made me happy. Washoku is becoming more and more popular worldwide,but in Japan,the original country,Washoku is becoming more and more unpopular. I heard that recent children don't like shoyu or dashi. This fact is so sad. Japanese should protect the culture of Washoku."
2072,"Now I am very fearful of North Korea. I cannot imagine the feeling of killing one of the nation's leaders. We don't know whether Jang song thaek actually made a plan of terrorism or he was corrupt in the politics. However, even if he was vicious, why did they make such an easy decision to execute him? To banish him out of the political circle was enough. A lot of countries in the world will suffer a serious loss due to his death because many of those countries maintained the relationship with North Korea by contacting with Jang song thaek."
2073,"Nelson Mandela is honorable person. Almost all of us hope the discrimination would disappear, but we can't take some action to solve any problem. To a grater or less degree we also all have prejudice. So we can't claim that discrimination is bad in public in big voice , which Nelson Mandela did."
2074,"I think Taro Yamamoto was so ignorance and the emperor Akihito's action symbolize the role of emperor in this country. Taro Yamamoto could find other ways to express his opinion, so I can't understand his action at all."
2075,I agree with this opinion. I want the researchers to continue research the connection between sleep and brain and utilize the result of the research.
2076,"I agree with this opinion. It is true that we should get more information to confront terrorism ,but the way should not violate the human rights . The US should take other way."
2077,"I was very surprised at the truth that such many civilian casualties hurt by drone strikes there were. Because we live in peaceful and quiet country, Japan, we tend to be ignorant about terrible matters in the world. In order to realize world peace, we must concern about incidents all over the world as widely as possible."
2078,"I think it is a serious problem. African migrants going to Italian island are increasing.And They go on a jam-packed board. It is danger. I think this accident relates it. And African migrants increasing has two problems. One, Italian population growth rate is rapidly increasing by them. Another, young Italian people has difficulty in catching occupations. So I think African countries and Italy should have the consultation and make some policies."
2079,The execution of the second-most-powerful man has a huge impact on stability of North Korea regime.We don't know what North Korea will happen in future. The biggest problem is that nobody know the inside of the its political circumstances. We should take care of their acts.
2080,"Improvement of technologies by human-being is remarkable. Before I read this article, I was already sure that sleep takes a crucial role to live. Still researchers need to have such a scientific proof to make more progress. So, that research was important. Actually I don't know exactly about brain or cells but I can say the development of research about human body helps us keep healthy."
2081,"First of all, I mourn over Nelson Mandela's death. As a person in 21th century, we should strive more for making 'rainbow nation' that coexist with people of having a different skin color. He may live forever in our mind."
2082,I agree with you. Various Japanese foods are damaged and misunderstood by Fukushima nuclear crisis. So UNESCO heritage status cheers up Japanese and Japan economy and so on. I'm pleased it! And I want Japan to go to happy future.
2083,"I felt quite relieved to know A total of 155 survivors were rescued. However, I was worried about a further 200 people still missing. I hope they will be recovered soon. Moreover, I was sad to think about at least 111 people gone. In order not to cause such a tragedy again, countries all over the world should prepare to accept migrants urgently."
2084,"Whether he committed to trait or not , that something will happen in South Korea may be no doubt. South Korea is nearby Japan , so we must pay attention to its movement of future."
2085,"I was surprised to hear that. Although I understand the US claim that NSA's spying is a necessary part of their counter-terrorism strategy around world, they should know the border between good and not good ethically. Even if that act help government in some part, other problem will occur in other part as now. The goal we should head for is more basic part."
2086,"I agree with you in that It is a problem of every country. In order to make world where every people can live comfortably and happily, every country must try to support poor countries."
2087,"I think so! I reconsidered my sleep style by this article, too. We should take care of our health more! And you should get more sleep!"
2088,"I felt sad to read this article.Some times, it is said that FIFA World Cup is the symbol as world's peace and friendship. In spite of this, the situation is the reverse. In order to make FIFA World Cup fun for every one, we should change this situation. For this, first thing we can do is knowing more problem."
2089,"''I think it is the accident only in movie and comics' , this attracted me! I think so! It must not have occurred as your reaction. It is a serious problem has various meanings. From now on, it is on my mind!"
2090,I sympathized your opinion about the gap of guilty feeling between killing by missile and that by knife. Attacks from the sky reminds me of game.
2091,"I can't agree your opinion in all point. In fact, not only Japan but other country need state secret law to certain degree. 21th century is information era. Information is power or force of each country. So information is very important. But it is in terms of a nation. In terms of people, oppressive law as Japan's is not good clearly and not appropriate."
2092,"I agree with you. Taro Yamamoto lacks a sense of responsibility as a member of the Diet, lawmaker."
2093,"I agree with your opinion. Kim Jong Un's actions are difficult to anticipate. So we have to cooperate with other countries such as America and South Korea. And it is also important to restrain the nation which have the possibility of giving help to keep the nondemocratic political system. If this could be happen, North Korea will have no choice but to accept a proposal of conference."
2094,I disagree with your opinion. This law is intended to protect Japan from the foreign country. The concrete content should be decided by addition. This law is better than before one.
2095,"I think we cannot say unconditionally that spying is a bad action. Spying is sometimes necessary for nations' security in the international society. It is true that spying might involve unrelated person, but I think spies of nations would not leak the information they get unreasonably."
2096,I agree with you. Sleep is important for our health. I understand concrete device of the sleep.We should take sleep more.
2097,"The bill could suppress the freedom of speech and publish.It is said that the mass media play a significant role in monitoring the government and providing important information about politics to people.So if this bill will be more strengthened,the mass media will lose its role and we Japanese people will lose our rights to know.According to the survey conducted by Mainichi Shimbun,59% of Japanese people opposed to the bill.The ruling party must listen to the voice of citizens much more carefully."
2098,"It is natural that the drone strikes violate international law,I suppose. It's like the atomic bombs that were dropped in Hiroshima and Nagasaki and ,to put it in an extreme way, the simultaneous terrorism that attacked America in 2001.Citizens of countries attacked by drone strikes didn't know when it would be dropped.It is very shameful that the country that suffered the sorrows of indiscriminate killing became an indiscriminate killer."
2099,"I agree with you.Of course, I hope humans stop to war and stop to make arms. However I think that a weapon will not disappear. The people will say, 'it is for peace'."
2100,I agree with you. The nuclear energy is bad in health and danger. The atomic energy is necessary for the present world. We should pay attention to the handling.
2101,"I think that this is so big and nice news for Japan. Japanese cuisine is losing its confidence because of the nuclear crisis. And Japanese taste is better than European one. I feel that 'washoku' becomes more famous. So, I expect the UNESCO heritage status to get back the respect to washoku."
2102,"I agree with you. America's action this time brought distrust in the world. It is easy to lose the trust, but it is not easily restored. The United States must make much efforts from now on."
2103,When I first read this title I was very surprised because I believed that sleep make our brain only take a rest.And the fact that toxin is generated in our brains everyday also astonished me. The article was very interesting and at the same time made me want to know the negative aspects of sleep
2104,"Most migrations are attributed to the poor living standard in migrants' country.In order to solve this problem,all the European countries should unite and endeavor to improve it.It doesn't matter which European country is most responsible for it."
2105,"I partly agree with your idea. Maybe the UNESCO heritage status gives back Japanese cuisine credit but Japanese people have to keep working. Japanese people themselves do not eat or like washoku recently, instead they often eat other countries' food."
2106,"I was really surprised about this news. This is because I can't imagine that thousands of migrants tried to cross the Mediterranean Sea to Europe, and have died many times. Also this news make me sad for the immigrants. I think that kind of immigrants are very serious problem. So I think countries should responsible for this problems."
2107,I was really surprised by this article and I found it is interesting. Now I know sleeping is important to keep ourselves healthy. I don't think I get enough sleep everyday but I should take longer sleep.
2108,"I was really surprised and felt sad when I read this news. I think that the responsibility of this tragedy doesn't belong to Italy, European countries and any European organization. But there should be something that they can do for the poor people. It must help to solve these problems."
2109,I felt so sad to hear this news. This is because World Cup is the symbol of world's peace and friend ship. Also a lot of people are looking forward it. I think one of the problem about it is the luck of freedom. I think human rights should be protected. So that we should try to change the situation now.
2110,I'm interested in this news. This is because I don't think drone strikes make world's peace. Also I fear about it will violent international law. Also the users of drones may not feel the sense of killing people. It is really dangerous for human moral. so that I want US government will stop to use drones.
2111,"Is it good for people to use drone strikes? I think this is a really difficult question and I don't think there is a right answer for that. I always feel really complicated when I hear a news or a paradoxical problem related to US military. Drone strikes can kill the people who is innocent, so I think it is not good for them to use drone strikes. I know it will be hard but I want American government to stop using it once."
2112,I realized the importance of sleeping.I knew that the lack of sleeping lead to the loss of brain cells such as Alzheimer's or Parkinson's disease in this article. I really thought I should sleep enough to work the 'waste removal system' and living a long life!
2113,"I agree with your opinion that we have to get knowledge about washoku . In the future I want to study abroad, so I think I have better get knowledge about it before going abroad."
2114,"I was really surprised to hear this news. This is because US used the way of spying. I know counter terrorism is a very serious problem for US, but use the way of spy is not good way and it's dishonest. I can understand US's think but, they need to think other way to counter terrorism"
2115,"I think it is amazing that the Japanese traditional cuisine has been added to the United Nation's cultural heritage list. And I think it is a great news for us. This would make washoku more famous and more and more people in the world will have some interest and they will try them. A lot more people have western food at home now in Japan, but we should keep our traditional Japanese food too."
2116,I agree with his opinion. It is true that 'there are especially in Japan a lot of spies and the threat of the terrorism is growing.'They will be bigger enemies than attacking the freedom of the citizens.
2117,"I think Japanese government should remove away all nuclear plant in Japan. This is because if a huge earthquake or Tsunami like 3.11 came again, Japan are not be able to revival again. I know there are a lot of reasons to government cannot remove away, but Japan should think more seriously about nations."
2118,"I always feel fearful when I read the article of foreign country. I never see the word 'kill' or 'die'. I don't understand about a foreign situation, but I want foreign country be peace like Japan."
2119,"I know your feelings, because I was also shocked when I heard this news . I know him well because I learned about him in the English class and in the history class, and I respected him very much. I was also worried about the future of South Africa, because this country lost a grateful man."
2120,I agree. Washoku is very beautiful. But western food is almost beautiful too. Both food's difference is healthiness. Western food is not healthy. Almost that is high fat. Washoku have many good points.
2121,I think the law is needed for Japan today. This bill will help not to leak the important information related to national defense. And also this bill can improve the international relation between Japan and allies. Of cause I know that this bill has some problems but I think anything is better than none.
2122,"This discovery of US's bugging lessens Europe's trusts in US. It is said that the Germany are sensitive to wiretapping and bugging because they were bugged and suppressed in ideology and speech by the East Germany government. Although spying is common in developed countries, infringing individual rights is unacceptable. Therefore, developed countries have to set a high value on the balance between privacy prevention and spying."
2123,I was really surprise to hear this news. This is because I didn't know the brain uses sleep to wash away the waste toxins built up during a hard day's thinking. Also after I read this news I realized sleep is very important for us. I love sleeping so that I'm really happy to sleep and work that system and living long and healthy life!!!
2124,"I wonder when the situation in Fukushima will be recovered. There are too many problems there. Not only the direct damage of the earthquake and tsunami but also the accident of the nuclear power plants, and the problem of cleaning the radioactive materials are really serious. The actor of the operation , TEPCO has problems in itself too. Hiding the information, its optimistic but not practical point of view, the speed of the action is too dull, and so on. As long as the actor remains dull and fool the situation won't be improved."
2125,"I disagree with you because nuclear plant is necessary for our country. Indeed it's very dangerous when disaster happens, but it also supports Japan's economy strongly. So in my opinion,Japan should stop old and dangerous ones and make more durable plants as soon as possible."
2126,"I totally agree with your opinion, because this law can limit our freedom. As you say, press freedom and freedom of thought are very important, so we should protect these freedoms by objecting to this law."
