640,"s and cons, but I don't think <<DJS>> are not responsible for that.",DJs,DJs,DJ,Dis,DPs,D's,DJ s,Dos,Dds,NA,NA,NA,NA,NA,NA,NA,NA,NA
640,t doesn't make sense to blame <<DJS>> or TV programmer.,DJs,DJs,DJ,Dis,DPs,D's,DJ s,Dos,Dds,NA,NA,NA,NA,NA,NA,NA,NA,NA
641,gree with ID1244 and ID1242's <<OPNION>>. Nobody foresee the future pe,opinion,opnion,onion,opinion,option,pinion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"NathawDec. 17, 2012 - 08:33AM <<JST>> Abe economic policy is Spend,",JST,JST,DIST,ST,JEST,JUST,JET,EST,JOT,JCT,JUT,J ST,NA,NA,NA,NA,NA,NA
642,for a long term. I agree with <<NATHAW>>. Abe's economic policy is exc,Nathaw,Nathaw,Nathan,Na thaw,Na-thaw,Nat haw,Nat-haw,Thaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
642,"<<NATHAWDEC>>. 17, 2012 - 08:33AM JST Abe e",NathawDec,NathawDec,Nathaniel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,"(EPA) or Free Trade Agreement(<<FTA>>). In this respect, Korea is o",FTA,FTA,FAT,FT,FA,TA,FETA,AFT,ETA,FTP,STA,F TA,FT A,FLA,TAFT,NA,NA,NA
644,However they should repent of <<DUPING'AN>> excellent nurse'. And I knew,duping an,duping'an,upstanding,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,"is news. Needless to say, Mel <<GREIG>> and Michael Christian intende",Greig,Greig,Grieg,Greg,Gregg,Emigre,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,nd Michael Christian intended <<JACINTHA>> Saldanha no harm. I think tha,Jacintha,Jacintha,Hyacinth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,l Christian intended Jacintha <<SALDANHA>> no harm. I think that they ju,Saldanha,Saldanha,Sandal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,that they would be murderd by <<ANONYMUS>>. I think they deserve it. Rea,anonymous,anonymus,anonymous,antonymous,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,I think this nurse have very <<ATRONG>> sense of responsibility to he,a strong,atrong,strong,Strong,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,"read this article. Because of <<DJ'S>> foolish act, one's life lead",DJ's,DJ's,D's,J's,Di's,Dy's,DA's,DC's,DD's,DP's,PJ's,D J's,Do's,Pj's,NA,NA,NA,NA
646,found the article that these <<DJS>> receive advance notice that t,DJs,DJs,DJ,Dis,DPs,D's,DJ s,Dos,Dds,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,nce notice that they would be <<MURDERD>> by anonymus. I think they des,murdered,murderd,murders,murder,murdered,murder d,demurrer,demur,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
648,"ry sad story. Of, course, the <<DJS>> conducted very stupid prank s",DJs,DJs,DJ,Dis,DPs,D's,DJ s,Dos,Dds,NA,NA,NA,NA,NA,NA,NA,NA,NA
649,"also, i cannot understand why <<DJS>> did such a hoax thing on radi",DJs,DJs,DJ,Dis,DPs,D's,DJ s,Dos,Dds,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,"when I sow students studying <<ABROD>> in Japan, writes difficlut ka",abroad,abrod,abroad,broad,ab rod,ab-rod,brood,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,think Japanese people should <<BECAREFUL>> to have enogh time to learn k,be careful,becareful,be careful,be-careful,careful,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,"udying abrod in Japan, writes <<DIFFICLUT>> kanji which some of us don't",difficult,difficlut,difficult,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,ople should becareful to have <<ENOGH>> time to learn kanji. Sometime,enough,enogh,enough,eggnog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,hing to use computer to write <<SOMETING>> because it is more efficient.,something,someting,something,so meting,so-meting,some ting,some-ting,somersetting,sometime,meeting,NA,NA,NA,NA,NA,NA,NA,NA
650,omes from using computer as a <<STUDING>> tool. It is common thing to u,studying,studing,studding,studying,stunting,stunning,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,ith Apple or Samsung. because <<JAPANESE>> industries are still wanderin,Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,re-election is meaningful to <<JAPANESE>> economy and the problems with,Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,and i know this will let down <<JAPANESE>> agriculture but i believes th,Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,at it will makes <<JAPANESE>> industries better. also mr.ob,Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,y and the problems with north <<KOREA>> and china. president obama wa,Korea,korea,chorea,Korea,korma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,i think <<MR>>.obama's re-election is meanin,Mr,mr,rm,Mr,me,mt,m,r,mar,mgr,mfr,er,ms,mi,ma,tr,mo,NA
652,anese industries better. also <<MR>>.obama thinks that world needs,Mr,mr,rm,Mr,me,mt,m,r,mar,mgr,mfr,er,ms,mi,ma,tr,mo,NA
652,i think mr.<<OBAMA>>'s re-election is meaningful t,Obama,obama,Obama,mamba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,th korea and china. president <<OBAMA>> wants japan to join TPP and i,Obama,obama,Obama,mamba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,se industries better. also mr.<<OBAMA>> thinks that world needs to be,Obama,obama,Obama,mamba,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,i think mr.<<OBAMA'S>> re-election is meaningful to,Obama's,obama's,Obama's,mamba's,amoeba's,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,ent obama wants japan to join <<TPP>> and i know this will let down,TPP,TPP,TOP,PP,TSP,TIP,TAP,APP,OPP,TWP,T PP,ATP,NA,NA,NA,NA,NA,NA
653,ilitary from Iraq and execute <<OSAMA>> Bin Laden works great for Oba,Osama,Osama,Obama,Osaka,Asama,Samosa,Amos,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,vague. It even said they cant <<ASWERE>> this kind of delicate questio,answer,aswere,as were,as-were,swearer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,ho downloads illegally. It is <<DIIFICULT>> to find poeple who i doing it,difficult,diificult,difficult,viticulture,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,spend time like computer and <<IPHONES>>. And I also think that there,iphones,iphones,phones,phonies,i phones,iPhone,phoniness,phonemes,hipbones,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,ally. It is diificult to find <<POEPLE>> who i doing it and there coul,people,poeple,people,pole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,d also be <<POEPLE>> who downloads not knowing wha,people,poeple,people,pole,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,to use the application. So I <<SENDED>> a mail to the company to ask,sent,sended,sensed,ended,seeded,sanded,sender,tended,mended,pended,fended,vended,wended,s ended,send ed,send-ed,seconded,NA
655,"has come out, I was scared to <<UES>> the application because I was",use,ues,ewes,use,yes,us,es,uses,sues,rues,cues,dues,hues,Tues,sue,res,mes,NA
655,"has come out, I was scared to <<UES>> the application because I was",use,ues,ewes,use,yes,us,es,uses,sues,rues,cues,dues,hues,Tues,sue,res,mes,NA
655,ues the application because I <<WASNT>> sure wether it is illegal or,wasn't,wasnt,wast,want,wasn't,wants,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
655,lication because I wasnt sure <<WETHER>> it is illegal or not to use t,whether,wether,ether,weather,whether,wither,nether,wetter,tether,w ether,wet her,wet-her,NA,NA,NA,NA,NA,NA
655,a mail to the company to ask <<WETHER>> it is ok or not to download m,whether,wether,ether,weather,whether,wither,nether,wetter,tether,w ether,wet her,wet-her,NA,NA,NA,NA,NA,NA
655,on which downloads music from <<YOUTUBE>> with just few steps. After th,YouTube,youtube,you tube,you-tube,YouTube,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,happed because therer werent <<ENOGH>> security to save the picture.,enough,enogh,enough,eggnog,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,I think this kind of accident <<HAPPED>> because therer werent enogh s,happened,happed,chapped,sapped,hipped,happen,napped,harped,rapped,tapped,hopped,lapped,capped,mapped,yapped,zapped,shaped,NA
656,"I went to museum abroad, the <<IMPRESSTION>> I got was not secured enough",impression,impresstion,impression,imprecation,imprecision,presumption,compression,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,not secured enough which was <<OPPOSIT>> to my expectation. If there a,opposite,opposit,opposite,op posit,op-posit,opposition,posit,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,nd of accident happed because <<THERER>> werent enogh security to save,there,therer,there,there r,thresher,thither,tether,theater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,"e museum, the owner should do <<THIRE>> best to protect the it.",their,thire,tire,hire,their,there,shire,thine,third,t hire,rebirth,NA,NA,NA,NA,NA,NA,NA
656,ccident happed because therer <<WERENT>> enogh security to save the pi,weren't,werent,weren't,we rent,we-rent,reverent,referent,renter,went,NA,NA,NA,NA,NA,NA,NA,NA,NA
656,I think this kind of accident <<WOULDNT>> happen. When I went to museum,wouldn't,wouldnt,wouldn't,wouldst,would,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,se they don't want to vote to <<DPJ>>. There are people who oppose,DPJ,DPJ,DPI,DPT,DP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,", it's not only about LDP nor <<DPJ>>, I want Prime Minister to com",DPJ,DPJ,DPI,DPT,DP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"that people are not accepting <<LDP>>, but because they don't want",LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,". There are people who oppose <<LDP>> in the comments. However, exc",LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"States praise the election of <<LDP>>. To Asian countries, they fea",LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,a's rapid military expansion. <<LDP>> announce that they would crea,LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"used to be said that elect of <<LDP>> would make Japan right-wing,",LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"to be left-wing, and elect of <<LDP>> would make it neutral. As my",LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
657,"ng. Also, it's not only about <<LDP>> nor DPJ, I want Prime Ministe",LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
658,many people disagrees about <<EU>> winning the novel peace prize,EU,eu,EU,Eu,e,u,ecu,emu,es,ea,en,nu,er,cu,ed,em,mu,NA
658,"said, no war for 60 years in <<EU>> is valuable thing so other co",EU,eu,EU,Eu,e,u,ecu,emu,es,ea,en,nu,er,cu,ed,em,mu,NA
658,untries should follow <<EU>>'s example.,EU,eu,EU,Eu,e,u,ecu,emu,es,ea,en,nu,er,cu,ed,em,mu,NA
658,other countries should follow <<EU'S>> example.,EU's,eu's,Eu's,emu's,en's,nu's,ed's,em's,mu's,Au's,Ru's,Tu's,Lu's,Cu's,Pu's,Wu's,euro's,NA
659,i feel really sorry for <<ROTHKO>> and hope that his painting wi,Rothko,rothko,Rothko,troth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,ot necessary to kill herself. <<DJ'S>> action was forgivable.,DJ's,DJ's,D's,J's,Di's,Dy's,DA's,DC's,DD's,DP's,PJ's,D J's,Do's,Pj's,NA,NA,NA,NA
664,"n this field. Actually, I use <<IPHONE>>, and around me, many people u",iphone,iphone,iPhone,phone,i phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,se <<IPHONE>>. But I want sony and panasoni,iphone,iphone,iPhone,phone,i phone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,e iphone. But I want sony and <<PANASONIC>> overcome this situation. I th,Panasonic,panasonic,Panasonic,infrasonic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
664,people use iphone. But I want <<SONY>> and panasonic overcome this s,Sony,sony,nosy,Sony,son,soy,sonny,stony,sons,tony,cony,song,pony,bony,Tony,son y,NA,NA
669,e given to the person who has <<COMLETED>> the work. Not ti the person w,completed,comleted,completed,competed,complected,complete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,ze is becoming something that <<DOESNT>> mean anything.,doesn't,doesnt,doesn't,doeskin,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,"ted, like president Obama and <<GRAMINBANK>>. I feel it is sad that the no",Graminbank,Graminbank,Grammarian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,"ze is blurring. As I said, it <<SHOULDBE>> given to the person who has c",should be,shouldbe,should be,should-be,should,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,ry I was shocked. I think two <<DJS>> did stupid thing. I think it,DJs,DJs,DJ,Dis,DPs,D's,DJ s,Dos,Dds,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,is responsible for the two <<DJS>>.,DJs,DJs,DJ,Dis,DPs,D's,DJ s,Dos,Dds,NA,NA,NA,NA,NA,NA,NA,NA,NA
671,I think that <<SONY>> still have a power to recover,Sony,sony,nosy,Sony,son,soy,sonny,stony,sons,tony,cony,song,pony,bony,Tony,son y,NA,NA
671,ill lead to make more fans of <<SONY>>.,Sony,sony,nosy,Sony,son,soy,sonny,stony,sons,tony,cony,song,pony,bony,Tony,son y,NA,NA
676,panese companies should ether <<COOPRATE>> with foreign country or find,cooperate,cooprate,cooperate,coo prate,coo-prate,coop rate,coop-rate,cooperator,corporate,NA,NA,NA,NA,NA,NA,NA,NA,NA
676,"specially Asian country, more <<EARY>>. It is obvious that Asian cou",early,eary,airy,wary,ear,teary,early,deary,weary,Leary,Peary,year,ears,easy,earn,nary,earl,NA
677,"r secret service. Anyway, the <<DJS>> is stupid and they have to ap",DJs,DJs,DJ,Dis,DPs,D's,DJ s,Dos,Dds,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,"It is sad news that the nurse <<SUISIDED>> but, in my opinion, the nurse",subsided,suisided,subsided,suicide,subside,sided,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,"is suicide. If the same thing <<HAPPEND>> in Japan, I think the nurse w",happened,happend,happens,happen,append,happened,h append,hap pend,hap-pend,happen d,NA,NA,NA,NA,NA,NA,NA,NA
679,think the nurse wouldnt have <<KILLD>> herself.,killed,killd,kills,kill,killed,kill d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,I was kind of <<SUPRISED>> to the news in the point that,surprised,suprised,surprised,supervised,surprise,upraised,suppressed,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,"d in Japan, I think the nurse <<WOULDNT>> have killd herself.",wouldn't,wouldnt,wouldn't,wouldst,would,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,news.First I thought that the <<DJS>> were the one who should take,DJs,DJs,DJ,Dis,DPs,D's,DJ s,Dos,Dds,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,ve put all the responsible on <<JACINTHA>> and that may have led her to,Jacintha,Jacintha,Hyacinth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,"e the one who should take the <<RESOPNSIBLE>> but after the lesson,I though",responsible,resopnsible,responsible,reprehensible,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,the chief executive have the <<RESOPONSIBLE>> too.They should have done the,responsible,resoponsible,responsible,responsibly,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
682,"aming the scientists, but the <<JUDGEMENT>> of Italy is too strict.",judgement,judgement,judgment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,p of scientists would help us <<ALOT>>.,a lot,alot,a lot,alto,slot,alt,lot,allot,aloft,aloe,clot,plot,blot,NA,NA,NA,NA,NA
684,think this punishment was too <<STRIC>>. If they kept doing this kind,strict,stric,citric,strict,stria,stoic,strip,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,"ing this kind of thing, there <<WOULDNT>> be any scientist or scholar w",wouldn't,wouldnt,wouldn't,wouldst,would,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,"e have illegal music in their <<IPODS>>, smartphones or computers. In",ipods,ipods,pods,i pods,iPod,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,nk we should use the internet <<CAREFULY>> and care about ourselves.,carefully,carefuly,careful,carefully,careful y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,rrest all people who download <<ILLLEGALLY>>. Many people think this chang,illegally,illlegally,illegally,ill legally,ill-legally,illegality,illegal,illegibly,allegedly,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,"ve no crimes. when earthquake <<OCCURED>>, we must prepare, be careful",occurred,occured,occurred,occur ed,occur-ed,occur,recurred,cured,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
692,have power to compete against <<OVERSEE'S>> company such as Apple. The re,overseas,oversee's,oversees,overseer's,overseers,over see's,over-see's,overseer,oversee,overshoe's,overuse's,NA,NA,NA,NA,NA,NA,NA
694,". Moreover, by having won the <<NOBEL>> peace prize, it is thought th",Nobel,nobel,noble,Nobel,novel,noel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,"<<CRACAPHATDEC>>. 17, 2012 - 08:14AM JST Artic",cracaphatDec,cracaphatDec,decapitator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,"caphatDec. 17, 2012 - 08:14AM <<JST>> Article says 59% voter turnou",JST,JST,DIST,ST,JEST,JUST,JET,EST,JOT,JCT,JUT,J ST,NA,NA,NA,NA,NA,NA
701,"Dennis <<BAUERDEC>>. 17, 2012 - 10:27AM JST It do",BauerDec,BauerDec,Bauer Dec,Bauer-Dec,Bauer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,"BauerDec. 17, 2012 - 10:27AM <<JST>> It doesn't matter which party",JST,JST,DIST,ST,JEST,JUST,JET,EST,JOT,JCT,JUT,J ST,NA,NA,NA,NA,NA,NA
703,"ill be difficult for Japan to <<DISIRE>> the growth of economy, diplom",desire,disire,desire,dis ire,dis-ire,dieresis,dire,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,he political power was in the <<DPJ>>. Because they don't care abou,DPJ,DPJ,DPI,DPT,DP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,I'm really happy that <<LDP>> got back the politic power ag,LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,pan. Some people mention that <<PRISIDENT>> change is a bad thing . In my,president,prisident,president,dissident,resident,strident,enterprise,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
706,ulated and punishment will be <<TIGHTEND>>. But I don't think it will wo,tightened,tightend,tightens,tighten,tightened,tight end,tight-end,tighten d,heighten,enlighten,eighteen,NA,NA,NA,NA,NA,NA,NA
706,"First, however the law may be <<TIGHTEND>>, it's no use unless the sense",tightened,tightend,tightens,tighten,tightened,tight end,tight-end,tighten d,heighten,enlighten,eighteen,NA,NA,NA,NA,NA,NA,NA
708,"ow, in the far more fluid and <<COMPLEXED>> world, only by short-term str",complex,complexed,complexes,completed,complex ed,complex-ed,complexioned,complex,complected,compelled,NA,NA,NA,NA,NA,NA,NA,NA
710,"Dennis <<BAUERDEC>>. 17, 2012 - 10:27AM JST It do",BauerDec,BauerDec,Bauer Dec,Bauer-Dec,Bauer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
710,"BauerDec. 17, 2012 - 10:27AM <<JST>> It doesn't matter which party",JST,JST,DIST,ST,JEST,JUST,JET,EST,JOT,JCT,JUT,J ST,NA,NA,NA,NA,NA,NA
711,recognition about information <<TECHNOLOHY>> trend. People use messengers,technology,technolohy,technology,technologist,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,s comment. Japan has too many <<DEPTS>>. PM Abe told that government,debts,depts,dept,adepts,depots,depths,dents,depth,debts,dept s,NA,NA,NA,NA,NA,NA,NA,NA
712,"aw at Dec. 17, 2012 - 08:33AM <<JST>> &gt;Abe economic policy is Sp",JST,JST,DIST,ST,JEST,JUST,JET,EST,JOT,JCT,JUT,J ST,NA,NA,NA,NA,NA,NA
712,"&gt;<<NATHAW>> at Dec. 17, 2012 - 08:33AM JS",Nathaw,Nathaw,Nathan,Na thaw,Na-thaw,Nat haw,Nat-haw,Thaw,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,"f Japanese Government, it was <<BROADCASTED>> that strong yen stopped and g",broadcast,broadcasted,broadcaster,broadcast ed,broadcast-ed,broadcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,After <<LDP>> took the control of Japanese,LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,"nomy and developed a sense of <<CAMERADERIE>>, and as a result, no war is g",camaraderie,cameraderie,camaraderie,cameramen,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,Once European <<CONTRIES>> had made war. But EU aimed st,countries,contries,countries,contrives,con tries,con-tries,contraries,contrition,congeries,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,"China, North korea, and Japan-<<EU'S>> grappling is meaningful. Howe",EU's,EU's,Eu's,E's,U's,Er's,Ed's,E U's,En's,Em's,Emu's,Nu's,Mu's,Au's,Ru's,NA,NA,NA
714,"g is meaningful. However, not <<EXISTANCE>> of war was brought not only b",existence,existance,existence,assistance,resistance,distance,instance,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,"ontation-such as China, North <<KOREA>>, and Japan-EU's grappling is",Korea,korea,chorea,Korea,korma,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
715,t is too strict and should be <<RECONSIDERD>>.,reconsidered,reconsiderd,reconsiders,reconsider,reconsidered,reconsider d,considered,consideration,considerate,consider,NA,NA,NA,NA,NA,NA,NA,NA
717,ght to decide a price by mass <<MARKERTERS>>. I guess Sony doesn't be awar,marketers,markerters,marketers,marketeers,marketer,marketeer,markers,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,"heard this news. This djs did <<ABSORD>> thing. And, I feel sorry that",absurd,absord,adsorb,absurd,absorb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,"when I heard this news. This <<DJS>> did absord thing. And, I feel",DJs,djs,dis,dos,dds,DJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,nothing to do with them. The <<DJS>> must express their regret and,DJs,Djs,Dis,DPs,D's,Dos,Dds,DJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,as it make people fun. I love <<MISCHEIFS>> and I did a lot of mischiefs.,mischiefs,mischeifs,ischemic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,at the nurse's life was lost. <<MISCHIEFS>> are good as long as it make p,Mischiefs,Mischiefs,Mischief,Mischief's,Mischief s,Chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,mischeifs and I did a lot of <<MISCHIEFS>>. But this mischief is mad bec,mischiefs,mischiefs,mischief,mischief's,mischief s,chiefs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
719,must express their regret and <<SERCH>> their heart.,search,serch,search,perch,chaser,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,h bother many japanese global <<COMPANYS>>. Japan have tremandous proble,companies,companys,company,company's,company s,companions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,hope that sony get back their <<FOMER>> position. Sony must change in,former,fomer,former,comer,homer,foyer,Homer,roomer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,lso probrem which bother many <<JAPANESE>> global companys. Japan have t,Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,emandous problems now. And we <<JAPANESE>> must clear up.,Japanese,japanese,Japanese,japanned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,only sony's problem but also <<PROBREM>> which bother many japanese gl,problem,probrem,problem,prob rem,prob-rem,probe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
720,I love <<SONY>> and use a lot of sony products. So I hope that sony,Sony,sony,nosy,Sony,son,soy,sonny,stony,sons,tony,cony,song,pony,bony,Tony,son y,NA,NA
720,. So this problem is not only <<SONY>>'s problem but also probrem wh,Sony,sony,nosy,Sony,son,soy,sonny,stony,sons,tony,cony,song,pony,bony,Tony,son y,NA,NA
720,. So this problem is not only <<SONY'S>> problem but also probrem whic,Sony's,sony's,Sony's,son's,soy's,sonny's,cony's,song's,pony's,Tony's,sonny,NA,NA,NA,NA,NA,NA,NA
720,e global companys. Japan have <<TREMANDOUS>> problems now. And we japanese,tremendous,tremandous,tremendous,trematodes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,n diplomacy toward China. The <<JANPANESE>> key is whether Japan can make,Japanese,Janpanese,Japanese,Javanese,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
722,ppointment. I hope that Abe's <<LDP>> would manage economic policy,LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,"ould stand. Many voters think <<DPJ>> was wrong, but they don't nec",DPJ,DPJ,DPI,DPT,DP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,they don't necessarily regard <<LDP>> as the next ruling party. The,LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
723,"her choice, so they voted for <<LDP>>. In my own opinion, once Shin",LDP,LDP,LIP,LAP,LOP,LLD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
